date,region,product,category,sales,quantity,customer_id,channel
2026-01-02,西南,SKU-A,核心,9969.21,49,C-2098,经销商
2026-01-02,华北,SKU-B,核心,8567.17,42,C-2013,经销商
2026-01-02,华中,SKU-D,常规,3255.6,16,C-2138,线下
2026-01-02,华东,SKU-C,常规,7420.79,37,C-2053,经销商
2026-01-02,华北,SKU-E,长尾,2138.62,10,C-2068,线下
2026-01-02,华东,SKU-D,常规,5389.27,26,C-2100,线下
2026-01-02,华中,SKU-A,核心,11340.51,56,C-2080,线下
2026-01-02,华中,SKU-B,核心,8395.99,41,C-2062,线上
2026-01-02,华北,SKU-A,核心,12285.68,61,C-2130,线下
2026-01-02,华北,SKU-C,常规,6685.93,33,C-2112,线下
2026-01-02,西南,SKU-E,长尾,1430.69,7,C-2066,经销商
2026-01-02,华中,SKU-C,常规,5243.16,26,C-2019,线上
2026-01-02,华南,SKU-C,常规,5558.66,27,C-2170,线上
2026-01-02,华东,SKU-A,核心,17712.46,88,C-2013,线上
2026-01-02,华中,SKU-E,长尾,1732.41,8,C-2179,线下
2026-01-02,华南,SKU-D,常规,4045.58,20,C-2085,线下
2026-01-02,华南,SKU-B,核心,8081.51,40,C-2005,线上
2026-01-02,华南,SKU-E,长尾,1931.64,9,C-2100,经销商
2026-01-02,西南,SKU-B,核心,7583.26,37,C-2031,线下
2026-01-03,华中,SKU-D,常规,3176.41,15,C-2082,线下
2026-01-03,华南,SKU-D,常规,4267.24,21,C-2131,线上
2026-01-03,华北,SKU-A,核心,14087.37,70,C-2140,线上
2026-01-03,华东,SKU-B,核心,12218.81,61,C-2152,经销商
2026-01-03,华东,SKU-C,常规,8160.59,40,C-2050,经销商
2026-01-03,西南,SKU-A,核心,11133.49,55,C-2133,线下
2026-01-03,华南,SKU-C,常规,6105.6,30,C-2034,线下
2026-01-03,华北,SKU-B,核心,10244.06,51,C-2161,线下
2026-01-03,华东,SKU-E,长尾,2587.2,12,C-2088,经销商
2026-01-03,华中,SKU-A,核心,10247.25,51,C-2058,经销商
2026-01-03,华中,SKU-B,核心,7847.4,39,C-2088,线下
2026-01-03,华东,SKU-D,常规,5181.74,25,C-2146,线上
2026-01-03,华东,SKU-A,核心,17337.3,86,C-2006,经销商
2026-01-03,西南,SKU-B,核心,7438.7,37,C-2030,线下
2026-01-03,华中,SKU-C,常规,5674.39,28,C-2057,线上
2026-01-03,华北,SKU-E,长尾,2240.95,11,C-2060,线下
2026-01-03,华北,SKU-D,常规,4425.39,22,C-2097,经销商
2026-01-03,华中,SKU-E,长尾,1845.15,9,C-2011,线上
2026-01-03,华北,SKU-C,常规,6286.29,31,C-2091,经销商
2026-01-03,西南,SKU-C,常规,3981.29,19,C-2161,线上
2026-01-03,西南,SKU-D,常规,2991.89,14,C-2108,线下
2026-01-03,华南,SKU-A,核心,13537.71,67,C-2017,线下
2026-01-03,华南,SKU-B,核心,8263.08,41,C-2151,线下
2026-01-03,西南,SKU-E,长尾,1521.65,7,C-2055,线上
2026-01-03,华南,SKU-E,长尾,2234.13,11,C-2033,线下
2026-01-04,华北,SKU-D,常规,4695.15,23,C-2192,线上
2026-01-04,华东,SKU-D,常规,5575.91,27,C-2145,经销商
2026-01-04,华东,SKU-C,常规,7274.61,36,C-2132,经销商
2026-01-04,华东,SKU-E,长尾,2829.18,14,C-2062,线上
2026-01-04,华南,SKU-A,核心,11849.63,59,C-2180,线上
2026-01-04,华中,SKU-E,长尾,1826.39,9,C-1002,经销商
2026-01-04,华南,SKU-B,核心,8528.55,42,C-2034,线上
2026-01-04,西南,SKU-E,长尾,1682.35,8,C-2062,经销商
2026-01-04,西南,SKU-A,核心,8549.25,42,C-2004,线上
2026-01-04,西南,SKU-D,常规,2916.6,14,C-2054,线上
2026-01-04,华中,SKU-A,核心,10697.5,53,C-2021,线下
2026-01-04,华北,SKU-E,长尾,2363.96,11,C-2126,线上
2026-01-04,华南,SKU-D,常规,3591.06,17,C-2028,经销商
2026-01-04,华中,SKU-B,核心,8946.29,44,C-2002,经销商
2026-01-04,华南,SKU-C,常规,5781.61,28,C-2058,线下
2026-01-04,华东,SKU-B,核心,12440.1,62,C-2059,线下
2026-01-04,华中,SKU-D,常规,3723.48,18,C-2146,经销商
2026-01-04,华南,SKU-E,长尾,2252.65,11,C-2168,经销商
2026-01-04,华中,SKU-C,常规,5222.48,26,C-2080,线下
2026-01-04,西南,SKU-C,常规,4652.86,23,C-2072,线下
2026-01-04,华北,SKU-A,核心,12672.74,63,C-2194,线上
2026-01-04,华东,SKU-A,核心,18232.68,91,C-1001,经销商
2026-01-04,西南,SKU-B,核心,8192.83,40,C-2178,线上
2026-01-04,华北,SKU-B,核心,9135.63,45,C-2026,线下
2026-01-04,华北,SKU-C,常规,7723.83,38,C-2060,经销商
2026-01-05,华东,SKU-E,长尾,2611.12,13,C-2152,线下
2026-01-05,华中,SKU-D,常规,3690.89,18,C-2132,线上
2026-01-05,华北,SKU-D,常规,4571.96,22,C-2014,线下
2026-01-05,华北,SKU-A,核心,12272.67,61,C-2172,经销商
2026-01-05,华南,SKU-B,核心,8888.76,44,C-2191,经销商
2026-01-05,华南,SKU-C,常规,5892.55,29,C-2118,线下
2026-01-05,华东,SKU-B,核心,12940.28,64,C-2033,线上
2026-01-05,华东,SKU-D,常规,4681.52,23,C-2057,线下
2026-01-05,华中,SKU-C,常规,4767.79,23,C-2126,经销商
2026-01-05,西南,SKU-E,长尾,1375.01,6,C-2053,线下
2026-01-05,华东,SKU-C,常规,8460.87,42,C-2001,经销商
2026-01-05,西南,SKU-C,常规,5649.04,28,C-2056,线下
2026-01-05,西南,SKU-A,核心,7950.88,39,C-2065,线下
2026-01-05,华南,SKU-D,常规,4056.5,20,C-2167,线上
2026-01-05,西南,SKU-D,常规,2975.52,14,C-2020,线下
2026-01-05,华南,SKU-A,核心,12516.59,62,C-2061,经销商
2026-01-05,西南,SKU-B,核心,6588.05,32,C-2186,经销商
2026-01-05,华北,SKU-C,常规,6616.17,33,C-2085,线上
2026-01-05,华中,SKU-B,核心,7547.1,37,C-2147,经销商
2026-01-05,华中,SKU-A,核心,12975.1,64,C-2031,线下
2026-01-05,华北,SKU-B,核心,10625.39,53,C-2015,经销商
2026-01-05,华南,SKU-E,长尾,2014.48,10,C-2149,线下
2026-01-05,华中,SKU-E,长尾,1695.01,8,C-2048,经销商
2026-01-05,华北,SKU-E,长尾,2142.33,10,C-2024,线下
2026-01-05,华东,SKU-A,核心,16793.12,83,C-2005,线上
2026-01-06,华中,SKU-D,常规,3943.05,19,C-2019,线上
2026-01-06,华南,SKU-A,核心,12452.68,62,C-2102,经销商
2026-01-06,华北,SKU-A,核心,12940.99,64,C-2182,经销商
2026-01-06,华东,SKU-D,常规,5435.02,27,C-2070,线上
2026-01-06,华北,SKU-E,长尾,2240.86,11,C-2165,线上
2026-01-06,华东,SKU-B,核心,11494.44,57,C-2167,经销商
2026-01-06,华南,SKU-C,常规,6025.51,30,C-2146,经销商
2026-01-06,华南,SKU-D,常规,3769.1,18,C-2106,线上
2026-01-06,华北,SKU-B,核心,10244.33,51,C-2029,线上
2026-01-06,华南,SKU-B,核心,9111.91,45,C-2165,线上
2026-01-06,华中,SKU-E,长尾,1869.14,9,C-2137,线上
2026-01-06,华东,SKU-C,常规,10352.21,51,C-2176,线上
2026-01-06,西南,SKU-D,常规,3125.2,15,C-2147,线上
2026-01-06,西南,SKU-A,核心,10312.27,51,C-2159,经销商
2026-01-06,华中,SKU-B,核心,7605.54,38,C-1002,线下
2026-01-06,华中,SKU-A,核心,12159.38,60,C-2189,线下
2026-01-06,西南,SKU-B,核心,6560.39,32,C-2062,经销商
2026-01-06,华北,SKU-D,常规,4316.16,21,C-2141,线上
2026-01-06,华东,SKU-E,长尾,3187.23,15,C-2062,线上
2026-01-06,华南,SKU-E,长尾,1984.43,9,C-2044,线上
2026-01-06,华北,SKU-C,常规,6529.34,32,C-2090,线上
2026-01-06,西南,SKU-C,常规,4901.27,24,C-2124,线下
2026-01-06,华中,SKU-C,常规,5512.82,27,C-2178,线上
2026-01-06,西南,SKU-E,长尾,1567.75,7,C-2063,线下
2026-01-06,华东,SKU-A,核心,19661.71,98,C-2001,线上
2026-01-07,华东,SKU-B,核心,12361.25,61,C-2136,线下
2026-01-07,华东,SKU-D,常规,4812.99,24,C-2031,线下
2026-01-07,华北,SKU-E,长尾,2407.22,12,C-2091,线下
2026-01-07,华南,SKU-E,长尾,2125.18,10,C-2099,经销商
2026-01-07,华北,SKU-C,常规,6423.41,32,C-2158,经销商
2026-01-07,华北,SKU-D,常规,4605.09,23,C-2170,线下
2026-01-07,西南,SKU-B,核心,6616.1,33,C-2016,线上
2026-01-07,西南,SKU-C,常规,4332.84,21,C-2008,线上
2026-01-07,西南,SKU-D,常规,3279.87,16,C-2024,线下
2026-01-07,华南,SKU-C,常规,6031.94,30,C-2012,线上
2026-01-07,华北,SKU-B,核心,9851.43,49,C-2034,经销商
2026-01-07,西南,SKU-E,长尾,1677.92,8,C-2094,线下
2026-01-07,华中,SKU-E,长尾,1725.37,8,C-2080,线下
2026-01-07,华中,SKU-B,核心,8586.56,42,C-2123,经销商
2026-01-07,华中,SKU-C,常规,5715.69,28,C-2103,经销商
2026-01-07,华东,SKU-A,核心,18777.69,93,C-2014,线下
2026-01-07,华北,SKU-A,核心,14112.2,70,C-2146,线上
2026-01-07,华南,SKU-B,核心,9596.15,47,C-2109,线下
2026-01-07,华中,SKU-D,常规,3580.72,17,C-2191,经销商
2026-01-07,华中,SKU-A,核心,10860.82,54,C-2190,线下
2026-01-07,华东,SKU-E,长尾,3186.93,15,C-2066,线下
2026-01-07,华东,SKU-C,常规,8598.91,42,C-2010,线上
2026-01-07,华南,SKU-D,常规,4316.67,21,C-2005,线上
2026-01-07,西南,SKU-A,核心,10089.63,50,C-2199,经销商
2026-01-07,华南,SKU-A,核心,13674.18,68,C-2096,线下
2026-01-08,华南,SKU-C,常规,6711.1,33,C-2033,线下
2026-01-08,西南,SKU-D,常规,3334.19,16,C-2147,经销商
2026-01-08,华中,SKU-D,常规,3022.99,15,C-2094,线下
2026-01-08,华南,SKU-B,核心,8237.85,41,C-2146,线下
2026-01-08,华南,SKU-E,长尾,2135.1,10,C-2026,线下
2026-01-08,西南,SKU-E,长尾,1419.17,7,C-2076,经销商
2026-01-08,华北,SKU-B,核心,10544.5,52,C-2145,线下
2026-01-08,华南,SKU-D,常规,3736.88,18,C-2070,经销商
2026-01-08,华中,SKU-A,核心,11948.22,59,C-1001,经销商
2026-01-08,华南,SKU-A,核心,12368.06,61,C-2015,经销商
2026-01-08,华北,SKU-C,常规,6722.96,33,C-2163,经销商
2026-01-08,华东,SKU-B,核心,13017.2,65,C-2102,线下
2026-01-08,华中,SKU-C,常规,6405.55,32,C-2175,线下
2026-01-08,华中,SKU-B,核心,8645.5,43,C-2083,线上
2026-01-08,华东,SKU-E,长尾,3130.61,15,C-2096,线下
2026-01-08,华北,SKU-A,核心,14093.99,70,C-2184,经销商
2026-01-08,华东,SKU-D,常规,5864.73,29,C-2156,线上
2026-01-08,华东,SKU-A,核心,17209.07,86,C-2012,经销商
2026-01-08,西南,SKU-A,核心,10605.73,53,C-2143,经销商
2026-01-08,西南,SKU-C,常规,4495.05,22,C-2000,线上
2026-01-08,华东,SKU-C,常规,7013.5,35,C-2026,经销商
2026-01-08,华北,SKU-D,常规,4495.16,22,C-2158,线下
2026-01-08,华北,SKU-E,长尾,2174.03,10,C-2061,线上
2026-01-08,西南,SKU-B,核心,6479.05,32,C-2193,线下
2026-01-08,华中,SKU-E,长尾,1734.09,8,C-2107,线上
2026-01-09,华东,SKU-A,核心,16873.05,84,C-2011,线上
2026-01-09,华北,SKU-B,核心,9588.16,47,C-2056,线下
2026-01-09,华南,SKU-E,长尾,1876.89,9,C-2020,线上
2026-01-09,华东,SKU-C,常规,8492.9,42,C-2123,线上
2026-01-09,华中,SKU-A,核心,10715.26,53,C-2107,经销商
2026-01-09,华中,SKU-C,常规,5143.22,25,C-2162,经销商
2026-01-09,华中,SKU-D,常规,3344.22,16,C-2001,线上
2026-01-09,西南,SKU-E,长尾,1531.66,7,C-2074,经销商
2026-01-09,华北,SKU-A,核心,13407.8,67,C-2161,线上
2026-01-09,华南,SKU-B,核心,9539.59,47,C-2193,经销商
2026-01-09,西南,SKU-A,核心,8538.48,42,C-2100,线上
2026-01-09,西南,SKU-B,核心,6600.65,33,C-1001,线上
2026-01-09,华北,SKU-C,常规,6459.64,32,C-1002,线上
2026-01-09,华中,SKU-B,核心,8159.7,40,C-2015,经销商
2026-01-09,华南,SKU-A,核心,9759.73,48,C-2047,线上
2026-01-09,华东,SKU-B,核心,13063.06,65,C-2006,线上
2026-01-09,华东,SKU-E,长尾,2642.15,13,C-2089,线上
2026-01-09,华南,SKU-C,常规,6094.94,30,C-2168,经销商
2026-01-09,华北,SKU-E,长尾,1971.82,9,C-2192,线上
2026-01-09,西南,SKU-D,常规,3437.64,17,C-2072,线上
2026-01-09,西南,SKU-C,常规,4749.66,23,C-2090,经销商
2026-01-09,华南,SKU-D,常规,4424.86,22,C-2088,线上
2026-01-09,华北,SKU-D,常规,4691.99,23,C-2163,线下
2026-01-09,华东,SKU-D,常规,5702.69,28,C-2172,线上
2026-01-09,华中,SKU-E,长尾,1915.72,9,C-2103,经销商
2026-01-10,西南,SKU-C,常规,4835.14,24,C-2023,经销商
2026-01-10,华中,SKU-C,常规,5277.15,26,C-2116,线下
2026-01-10,华北,SKU-C,常规,7630.13,38,C-2024,线上
2026-01-10,华东,SKU-E,长尾,3039.06,15,C-2050,线下
2026-01-10,华中,SKU-A,核心,11755.58,58,C-2017,线下
2026-01-10,西南,SKU-E,长尾,1500.23,7,C-2047,线上
2026-01-10,西南,SKU-B,核心,7328.49,36,C-2161,经销商
2026-01-10,华东,SKU-D,常规,5446.43,27,C-2082,线下
2026-01-10,华南,SKU-B,核心,9226.01,46,C-2028,线下
2026-01-10,华中,SKU-E,长尾,1953.19,9,C-2037,线下
2026-01-10,西南,SKU-A,核心,9604.87,48,C-2104,线下
2026-01-10,华东,SKU-A,核心,15920.64,79,C-2007,经销商
2026-01-10,华南,SKU-A,核心,12319.75,61,C-2078,线下
2026-01-10,西南,SKU-D,常规,3185.46,15,C-2146,线下
2026-01-10,华南,SKU-D,常规,3642.44,18,C-2183,线上
2026-01-10,华北,SKU-A,核心,14377.01,71,C-2029,线上
2026-01-10,华东,SKU-C,常规,8643.21,43,C-2048,经销商
2026-01-10,华北,SKU-B,核心,9796.14,48,C-2137,线下
2026-01-10,华北,SKU-E,长尾,2389.42,11,C-2122,线下
2026-01-10,华南,SKU-E,长尾,1953.09,9,C-2094,线下
2026-01-10,华中,SKU-D,常规,3778.32,18,C-2047,经销商
2026-01-10,华东,SKU-B,核心,12409.24,62,C-2174,线下
2026-01-10,华北,SKU-D,常规,4424.42,22,C-2189,线上
2026-01-10,华中,SKU-B,核心,8325.32,41,C-2117,经销商
2026-01-10,华南,SKU-C,常规,5237.01,26,C-2189,线下
2026-01-11,西南,SKU-A,核心,10717.48,53,C-2166,经销商
2026-01-11,西南,SKU-B,核心,7348.74,36,C-2094,线下
2026-01-11,华北,SKU-A,核心,11266.04,56,C-2180,线上
2026-01-11,西南,SKU-E,长尾,1399.58,6,C-2036,线上
2026-01-11,华东,SKU-A,核心,15655.53,78,C-2004,线下
2026-01-11,华中,SKU-A,核心,11377.43,56,C-2141,线上
2026-01-11,华北,SKU-D,常规,4146.74,20,C-2133,线上
2026-01-11,华中,SKU-B,核心,8681.78,43,C-2183,经销商
2026-01-11,华东,SKU-E,长尾,2730.86,13,C-2145,线上
2026-01-11,华南,SKU-B,核心,8597.11,42,C-2153,经销商
2026-01-11,华南,SKU-E,长尾,2126.53,10,C-2150,线下
2026-01-11,华东,SKU-C,常规,9129.31,45,C-2164,线上
2026-01-11,华中,SKU-E,长尾,2002.15,10,C-2168,线下
2026-01-11,华中,SKU-D,常规,3984.71,19,C-2129,线上
2026-01-11,华北,SKU-C,常规,7320.12,36,C-2141,线上
2026-01-11,华中,SKU-C,常规,4980.9,24,C-2038,经销商
2026-01-11,华东,SKU-D,常规,5471.76,27,C-2112,线下
2026-01-11,西南,SKU-C,常规,4661.08,23,C-2059,线上
2026-01-11,华东,SKU-B,核心,13217.39,66,C-2009,线上
2026-01-11,西南,SKU-D,常规,3085.17,15,C-2188,线上
2026-01-11,华南,SKU-A,核心,14323.6,71,C-2088,经销商
2026-01-11,华北,SKU-B,核心,8323.28,41,C-2140,经销商
2026-01-11,华北,SKU-E,长尾,1678.24,8,C-2099,经销商
2026-01-11,华南,SKU-D,常规,4031.83,20,C-2065,线上
2026-01-11,华南,SKU-C,常规,5250.74,26,C-2150,线下
2026-01-12,华北,SKU-C,常规,6803.3,34,C-2064,线下
2026-01-12,华东,SKU-D,常规,5710.95,28,C-2110,线下
2026-01-12,华南,SKU-D,常规,3977.38,19,C-2199,经销商
2026-01-12,华东,SKU-A,核心,16075.89,80,C-2017,线下
2026-01-12,西南,SKU-C,常规,4703.03,23,C-2129,经销商
2026-01-12,华南,SKU-E,长尾,2008.18,10,C-2077,线上
2026-01-12,西南,SKU-E,长尾,1562.4,7,C-2091,经销商
2026-01-12,华北,SKU-A,核心,13414.78,67,C-2144,线下
2026-01-12,华东,SKU-E,长尾,2743.24,13,C-2158,经销商
2026-01-12,华中,SKU-A,核心,11577.76,57,C-2061,线上
2026-01-12,西南,SKU-A,核心,9745.8,48,C-2142,经销商
2026-01-12,华北,SKU-D,常规,4504.34,22,C-2137,经销商
2026-01-12,华北,SKU-B,核心,10459.82,52,C-2175,线下
2026-01-12,西南,SKU-D,常规,2583.06,12,C-2055,经销商
2026-01-12,华东,SKU-B,核心,10186.59,50,C-2000,线上
2026-01-12,华南,SKU-B,核心,8103.98,40,C-2115,线下
2026-01-12,华中,SKU-C,常规,5636.92,28,C-2082,线上
2026-01-12,华北,SKU-E,长尾,2184.67,10,C-2085,经销商
2026-01-12,华东,SKU-C,常规,7266.69,36,C-2167,经销商
2026-01-12,华中,SKU-E,长尾,1837.73,9,C-2032,经销商
2026-01-12,华中,SKU-D,常规,3182.94,15,C-2112,线上
2026-01-12,华南,SKU-C,常规,5753.39,28,C-2102,线上
2026-01-12,华南,SKU-A,核心,11276.61,56,C-2022,经销商
2026-01-12,西南,SKU-B,核心,7969.64,39,C-2175,线下
2026-01-12,华中,SKU-B,核心,7996.55,39,C-2120,经销商
2026-01-13,华东,SKU-B,核心,11413.97,57,C-2129,线下
2026-01-13,华南,SKU-A,核心,13223.47,66,C-2042,线下
2026-01-13,华北,SKU-C,常规,6325.13,31,C-2174,经销商
2026-01-13,华中,SKU-A,核心,9569.89,47,C-2130,经销商
2026-01-13,华东,SKU-A,核心,17760.15,88,C-2007,经销商
2026-01-13,西南,SKU-B,核心,7471.37,37,C-2151,线下
2026-01-13,华东,SKU-C,常规,8558.22,42,C-2082,经销商
2026-01-13,华中,SKU-E,长尾,1736.55,8,C-2087,线上
2026-01-13,西南,SKU-D,常规,2933.61,14,C-2081,经销商
2026-01-13,华中,SKU-B,核心,7577.32,37,C-2147,经销商
2026-01-13,华东,SKU-D,常规,5052.38,25,C-2029,线上
2026-01-13,华中,SKU-D,常规,3423.17,17,C-2018,线下
2026-01-13,西南,SKU-A,核心,9806.53,49,C-2051,经销商
2026-01-13,华南,SKU-C,常规,6366.2,31,C-2046,线上
2026-01-13,华南,SKU-B,核心,8541.64,42,C-2051,经销商
2026-01-13,华东,SKU-E,长尾,3207.97,16,C-2194,经销商
2026-01-13,华北,SKU-A,核心,12752.35,63,C-1001,线上
2026-01-13,西南,SKU-E,长尾,1806.2,9,C-2155,经销商
2026-01-13,西南,SKU-C,常规,4641.93,23,C-2121,经销商
2026-01-13,华北,SKU-E,长尾,2290.71,11,C-2012,经销商
2026-01-13,华北,SKU-B,核心,8885.39,44,C-2100,经销商
2026-01-13,华南,SKU-D,常规,3460.61,17,C-2190,线上
2026-01-13,华中,SKU-C,常规,5708.37,28,C-2075,线上
2026-01-13,华南,SKU-E,长尾,1834.51,9,C-2186,经销商
2026-01-13,华北,SKU-D,常规,4485.06,22,C-2063,经销商
2026-01-14,华南,SKU-D,常规,3721.9,18,C-2192,线下
2026-01-14,华东,SKU-A,核心,16255.32,81,C-2011,线下
2026-01-14,华中,SKU-B,核心,7515.23,37,C-2196,线上
2026-01-14,华北,SKU-D,常规,3952.68,19,C-2146,线下
2026-01-14,华南,SKU-A,核心,13773.91,68,C-2067,线上
2026-01-14,华北,SKU-B,核心,9632.84,48,C-2105,线上
2026-01-14,华东,SKU-E,长尾,2465.25,12,C-2083,经销商
2026-01-14,华东,SKU-B,核心,12287.03,61,C-2021,线上
2026-01-14,华南,SKU-B,核心,10200.88,51,C-2014,线上
2026-01-14,西南,SKU-E,长尾,1649.63,8,C-2116,经销商
2026-01-14,西南,SKU-D,常规,3809.95,19,C-2010,线下
2026-01-14,华北,SKU-C,常规,6924.86,34,C-2035,经销商
2026-01-14,华北,SKU-E,长尾,2228.93,11,C-2098,经销商
2026-01-14,西南,SKU-B,核心,6788.81,33,C-2170,线上
2026-01-14,华南,SKU-C,常规,6281.88,31,C-2110,线上
2026-01-14,华北,SKU-A,核心,15367.64,76,C-2126,线上
2026-01-14,西南,SKU-C,常规,5120.95,25,C-2033,线上
2026-01-14,华南,SKU-E,长尾,2194.0,10,C-2088,线下
2026-01-14,华东,SKU-C,常规,8272.37,41,C-2173,线上
2026-01-14,华东,SKU-D,常规,5859.64,29,C-2134,线下
2026-01-14,华中,SKU-D,常规,3134.69,15,C-2177,经销商
2026-01-14,西南,SKU-A,核心,10202.76,51,C-2123,线下
2026-01-14,华中,SKU-A,核心,9338.14,46,C-2192,经销商
2026-01-14,华中,SKU-E,长尾,1724.73,8,C-2196,经销商
2026-01-14,华中,SKU-C,常规,5364.75,26,C-2076,线上
2026-01-15,华北,SKU-C,常规,6163.5,30,C-2057,线上
2026-01-15,华中,SKU-A,核心,10788.21,53,C-2056,线上
2026-01-15,华中,SKU-B,核心,7429.27,37,C-2030,线上
2026-01-15,西南,SKU-C,常规,4445.61,22,C-2065,线上
2026-01-15,华北,SKU-E,长尾,2038.93,10,C-2051,线下
2026-01-15,华北,SKU-D,常规,3583.23,17,C-2113,线上
2026-01-15,华东,SKU-E,长尾,2697.22,13,C-2062,经销商
2026-01-15,华北,SKU-B,核心,10654.03,53,C-2187,经销商
2026-01-15,华南,SKU-D,常规,3708.62,18,C-2195,线上
2026-01-15,华北,SKU-A,核心,13531.67,67,C-2186,线下
2026-01-15,华南,SKU-A,核心,13068.45,65,C-2007,线上
2026-01-15,华南,SKU-C,常规,6503.6,32,C-2179,经销商
2026-01-15,西南,SKU-A,核心,9526.13,47,C-2044,线上
2026-01-15,华中,SKU-E,长尾,1749.46,8,C-2092,经销商
2026-01-15,华东,SKU-B,核心,13861.74,69,C-2116,经销商
2026-01-15,华东,SKU-C,常规,8107.41,40,C-2092,线上
2026-01-15,华东,SKU-A,核心,17897.75,89,C-2014,线下
2026-01-15,华中,SKU-D,常规,3149.72,15,C-2080,线下
2026-01-15,华中,SKU-C,常规,5308.98,26,C-2053,线下
2026-01-15,西南,SKU-D,常规,3272.34,16,C-2047,经销商
2026-01-15,西南,SKU-B,核心,5886.3,29,C-2182,线下
2026-01-15,西南,SKU-E,长尾,1454.06,7,C-2097,线下
2026-01-15,华南,SKU-B,核心,8257.81,41,C-2126,线下
2026-01-15,华东,SKU-D,常规,5954.28,29,C-2062,线上
2026-01-15,华南,SKU-E,长尾,1964.55,9,C-2044,线下
2026-01-16,华北,SKU-C,常规,6652.29,33,C-2054,经销商
2026-01-16,华东,SKU-C,常规,8586.91,42,C-2016,线上
2026-01-16,华南,SKU-A,核心,12010.99,60,C-2048,经销商
2026-01-16,华东,SKU-E,长尾,2437.15,12,C-2140,线下
2026-01-16,华东,SKU-A,核心,17401.86,87,C-2000,线上
2026-01-16,华中,SKU-E,长尾,1615.7,8,C-2168,经销商
2026-01-16,华北,SKU-D,常规,5032.75,25,C-2090,线上
2026-01-16,西南,SKU-A,核心,10927.87,54,C-2164,线上
2026-01-16,华南,SKU-C,常规,6856.88,34,C-2014,线下
2026-01-16,华北,SKU-E,长尾,2134.58,10,C-2199,经销商
2026-01-16,华南,SKU-D,常规,3705.33,18,C-2027,线上
2026-01-16,西南,SKU-D,常规,2920.07,14,C-2010,线上
2026-01-16,华南,SKU-B,核心,8269.15,41,C-2193,线下
2026-01-16,华南,SKU-E,长尾,2102.34,10,C-2020,线下
2026-01-16,西南,SKU-C,常规,4804.63,24,C-2154,线上
2026-01-16,华北,SKU-B,核心,9091.67,45,C-2136,经销商
2026-01-16,华东,SKU-B,核心,13153.13,65,C-2062,线上
2026-01-16,华东,SKU-D,常规,5948.44,29,C-2162,线上
2026-01-16,华北,SKU-A,核心,14257.84,71,C-2015,线下
2026-01-16,西南,SKU-E,长尾,1607.73,8,C-2022,经销商
2026-01-16,西南,SKU-B,核心,7347.0,36,C-2027,线下
2026-01-16,华中,SKU-A,核心,11879.71,59,C-2102,线下
2026-01-16,华中,SKU-B,核心,8579.53,42,C-2164,线上
2026-01-16,华中,SKU-C,常规,5547.22,27,C-2146,线下
2026-01-16,华中,SKU-D,常规,3624.08,18,C-2139,线上
2026-01-17,华北,SKU-E,长尾,2380.55,11,C-2167,线上
2026-01-17,华中,SKU-B,核心,8263.87,41,C-2084,线下
2026-01-17,华北,SKU-C,常规,5656.62,28,C-2036,线上
2026-01-17,华南,SKU-D,常规,3957.69,19,C-2142,经销商
